2024-05-04;18:51:46.556356;[0 PING];18:51:46.665356;[0/0 PONG] (2)
2024-05-04;18:51:48.105132;[0 PING];18:51:48.369132;[3/0 PONG] (1)
2024-05-04;18:51:49.004647;[1 PING];18:51:49.293647;[4/1 PONG] (2)
2024-05-04;18:51:49.247241;[1 PING];18:51:49.691241;[5/1 PONG] (1)
2024-05-04;18:51:51.235427;[2 PING];;(проигнорировано)
2024-05-04;18:51:51.460289;[2 PING];18:51:52.067289;[6/2 PONG] (2)
2024-05-04;18:51:51.769942;[3 PING];18:51:52.077942;[7/3 PONG] (2)
2024-05-04;18:51:52.636598;[3 PING];18:51:52.912598;[8/3 PONG] (1)
2024-05-04;18:51:53.743789;[4 PING];18:51:54.316789;[11/4 PONG] (2)
2024-05-04;18:51:54.708086;[5 PING];18:51:55.120086;[12/5 PONG] (2)
2024-05-04;18:51:54.736504;[4 PING];18:51:55.715504;[13/4 PONG] (1)
2024-05-04;18:51:56.310307;[5 PING];18:51:56.549307;[14/5 PONG] (1)
2024-05-04;18:51:56.856650;[6 PING];18:51:57.123650;[15/6 PONG] (2)
2024-05-04;18:51:58.841663;[6 PING];18:51:59.787663;[18/6 PONG] (1)
2024-05-04;18:51:59.144495;[7 PING];18:51:59.962800;[19/7 PONG] (2)
2024-05-04;18:51:59.495620;[7 PING];18:52:00.157620;[20/7 PONG] (1)
2024-05-04;18:52:01.717508;[8 PING];18:52:02.716508;[21/8 PONG] (2)
2024-05-04;18:52:01.815747;[8 PING];18:52:02.662747;[22/8 PONG] (1)
2024-05-04;18:52:02.395923;[9 PING];18:52:02.677923;[23/9 PONG] (2)
2024-05-04;18:52:04.455445;[9 PING];18:52:05.251445;[26/9 PONG] (1)
2024-05-04;18:52:04.648764;[10 PING];18:52:05.602764;[27/10 PONG] (2)
2024-05-04;18:52:04.761452;[11 PING];18:52:04.872452;[28/11 PONG] (2)
2024-05-04;18:52:07.317176;[10 PING];18:52:08.288176;[29/10 PONG] (1)
2024-05-04;18:52:07.905101;[12 PING];18:52:08.521101;[30/12 PONG] (2)
2024-05-04;18:52:08.130676;[11 PING];18:52:08.931676;[33/11 PONG] (1)
2024-05-04;18:52:09.417596;[12 PING];18:52:10.332596;[34/12 PONG] (1)
2024-05-04;18:52:10.039669;[13 PING];18:52:10.723669;[35/13 PONG] (2)
2024-05-04;18:52:11.411705;[13 PING];18:52:11.719705;[36/13 PONG] (1)
2024-05-04;18:52:12.662881;[14 PING];18:52:13.660881;[37/14 PONG] (2)
2024-05-04;18:52:13.821754;[15 PING];18:52:14.551754;[40/15 PONG] (2)
2024-05-04;18:52:14.463709;[16 PING];18:52:15.106709;[41/16 PONG] (2)
2024-05-04;18:52:14.587212;[17 PING];18:52:14.709212;[42/17 PONG] (2)
2024-05-04;18:52:14.824203;[14 PING];18:52:15.794203;[43/14 PONG] (1)
2024-05-04;18:52:15.812366;[15 PING];18:52:16.406366;[44/15 PONG] (1)
2024-05-04;18:52:16.690059;[18 PING];18:52:17.291059;[45/18 PONG] (2)
2024-05-04;18:52:18.195058;[19 PING];18:52:19.112058;[48/19 PONG] (2)
2024-05-04;18:52:18.397491;[16 PING];18:52:18.784491;[49/16 PONG] (1)
2024-05-04;18:52:20.958880;[20 PING];18:52:21.707880;[50/20 PONG] (2)
2024-05-04;18:52:21.071907;[17 PING];18:52:21.667907;[51/17 PONG] (1)
2024-05-04;18:52:22.185526;[21 PING];18:52:22.525526;[52/21 PONG] (2)
2024-05-04;18:52:23.292363;[18 PING];18:52:23.805363;[55/18 PONG] (1)
2024-05-04;18:52:23.338696;[22 PING];;(проигнорировано)
2024-05-04;18:52:24.468786;[23 PING];;(проигнорировано)
2024-05-04;18:52:24.866326;[19 PING];18:52:25.220326;[56/19 PONG] (1)
2024-05-04;18:52:25.636861;[24 PING];;(проигнорировано)
2024-05-04;18:52:26.718271;[20 PING];18:52:26.852271;[57/20 PONG] (1)
2024-05-04;18:52:27.283923;[21 PING];18:52:27.581923;[58/21 PONG] (1)
2024-05-04;18:52:28.022641;[25 PING];18:52:28.684641;[61/25 PONG] (2)
2024-05-04;18:52:28.212161;[22 PING];18:52:28.352161;[62/22 PONG] (1)
2024-05-04;18:52:29.518828;[26 PING];18:52:30.247828;[63/26 PONG] (2)
2024-05-04;18:52:29.726651;[23 PING];18:52:30.604651;[64/23 PONG] (1)
2024-05-04;18:52:30.974602;[27 PING];18:52:31.572602;[65/27 PONG] (2)
2024-05-04;18:52:31.239214;[24 PING];18:52:32.220214;[66/24 PONG] (1)
2024-05-04;18:52:31.739994;[28 PING];18:52:31.840994;[67/28 PONG] (2)
2024-05-04;18:52:33.643477;[25 PING];18:52:34.490477;[70/25 PONG] (1)
2024-05-04;18:52:34.810086;[26 PING];18:52:35.423086;[71/26 PONG] (1)
2024-05-04;18:52:34.911363;[29 PING];18:52:35.715363;[72/29 PONG] (2)
2024-05-04;18:52:35.056640;[27 PING];18:52:35.308640;[73/27 PONG] (1)
2024-05-04;18:52:36.608754;[28 PING];;(проигнорировано)
2024-05-04;18:52:37.248199;[29 PING];18:52:37.528199;[74/29 PONG] (1)
2024-05-04;18:52:37.690045;[30 PING];18:52:38.642045;[75/30 PONG] (2)
2024-05-04;18:52:38.653864;[31 PING];18:52:39.603864;[78/31 PONG] (2)
2024-05-04;18:52:38.734921;[30 PING];18:52:39.078921;[79/30 PONG] (1)
2024-05-04;18:52:39.548299;[32 PING];18:52:40.438299;[80/32 PONG] (2)
2024-05-04;18:52:40.503554;[31 PING];18:52:41.195554;[81/31 PONG] (1)
2024-05-04;18:52:40.536627;[33 PING];;(проигнорировано)
2024-05-04;18:52:42.325574;[34 PING];18:52:42.915574;[82/34 PONG] (2)
2024-05-04;18:52:42.677947;[32 PING];18:52:43.125947;[83/32 PONG] (1)
2024-05-04;18:52:42.961461;[35 PING];18:52:43.573461;[84/35 PONG] (2)
2024-05-04;18:52:43.848155;[36 PING];18:52:44.325155;[87/36 PONG] (2)
2024-05-04;18:52:44.084717;[33 PING];18:52:44.958717;[88/33 PONG] (1)
2024-05-04;18:52:45.430854;[37 PING];18:52:46.295854;[89/37 PONG] (2)
2024-05-04;18:52:45.987047;[34 PING];18:52:46.745047;[90/34 PONG] (1)
2024-05-04;18:52:46.068943;[35 PING];;(проигнорировано)
2024-05-04;18:52:46.173489;[38 PING];;(проигнорировано)
2024-05-04;18:52:48.591767;[36 PING];18:52:48.840767;[93/36 PONG] (1)
2024-05-04;18:52:49.656018;[39 PING];18:52:50.636018;[94/39 PONG] (2)
2024-05-04;18:52:49.771970;[37 PING];18:52:50.744970;[95/37 PONG] (1)
2024-05-04;18:52:51.350133;[38 PING];;(проигнорировано)
2024-05-04;18:52:51.779576;[40 PING];18:52:51.906576;[96/40 PONG] (2)
2024-05-04;18:52:53.907244;[39 PING];18:52:54.012244;[99/39 PONG] (1)
2024-05-04;18:52:54.161979;[41 PING];18:52:55.023979;[100/41 PONG] (2)
2024-05-04;18:52:56.387508;[42 PING];18:52:56.711508;[101/42 PONG] (2)
2024-05-04;18:52:57.112417;[40 PING];18:52:57.674417;[102/40 PONG] (1)
2024-05-04;18:52:58.808330;[41 PING];18:52:59.307330;[105/41 PONG] (1)
2024-05-04;18:52:59.447275;[43 PING];18:52:59.990275;[106/43 PONG] (2)
2024-05-04;18:52:59.540639;[42 PING];;(проигнорировано)
2024-05-04;18:53:00.606521;[44 PING];;(проигнорировано)
2024-05-04;18:53:01.163302;[43 PING];18:53:01.398302;[107/43 PONG] (1)
2024-05-04;18:53:01.814746;[45 PING];18:53:02.697746;[108/45 PONG] (2)
2024-05-04;18:53:02.800647;[46 PING];18:53:03.700647;[109/46 PONG] (2)
2024-05-04;18:53:03.998231;[44 PING];18:53:04.578231;[112/44 PONG] (1)
2024-05-04;18:53:05.429114;[47 PING];18:53:06.282114;[113/47 PONG] (2)
2024-05-04;18:53:05.449044;[45 PING];18:53:05.904044;[114/45 PONG] (1)
2024-05-04;18:53:06.135723;[46 PING];18:53:06.297723;[115/46 PONG] (1)
2024-05-04;18:53:07.499599;[48 PING];18:53:08.349599;[116/48 PONG] (2)
2024-05-04;18:53:08.664105;[47 PING];18:53:09.429105;[119/47 PONG] (1)
2024-05-04;18:53:09.760028;[49 PING];18:53:10.475028;[120/49 PONG] (2)
2024-05-04;18:53:10.093081;[48 PING];18:53:10.355081;[121/48 PONG] (1)
2024-05-04;18:53:10.729106;[49 PING];18:53:11.251106;[122/49 PONG] (1)
2024-05-04;18:53:11.715952;[50 PING];18:53:12.523952;[123/50 PONG] (1)
2024-05-04;18:53:12.137764;[50 PING];18:53:12.776764;[124/50 PONG] (2)
2024-05-04;18:53:12.155725;[51 PING];18:53:12.593725;[125/51 PONG] (1)
2024-05-04;18:53:12.949927;[51 PING];;(проигнорировано)
2024-05-04;18:53:13.818808;[52 PING];18:53:14.154808;[128/52 PONG] (1)
2024-05-04;18:53:16.045449;[53 PING];18:53:17.025449;[129/53 PONG] (1)
2024-05-04;18:53:16.563064;[52 PING];18:53:17.438064;[130/52 PONG] (2)
2024-05-04;18:53:17.073344;[54 PING];18:53:17.581344;[131/54 PONG] (1)
2024-05-04;18:53:18.709482;[53 PING];18:53:19.181482;[134/53 PONG] (2)
2024-05-04;18:53:19.152263;[54 PING];;(проигнорировано)
2024-05-04;18:53:19.593755;[55 PING];18:53:20.206755;[135/55 PONG] (1)
2024-05-04;18:53:20.743818;[55 PING];18:53:21.703818;[136/55 PONG] (2)
2024-05-04;18:53:21.375128;[56 PING];18:53:22.067128;[137/56 PONG] (1)
2024-05-04;18:53:23.049336;[56 PING];18:53:23.566336;[140/56 PONG] (2)
2024-05-04;18:53:23.324702;[57 PING];18:53:23.678702;[141/57 PONG] (1)
2024-05-04;18:53:24.268996;[57 PING];;(проигнорировано)
2024-05-04;18:53:26.083977;[58 PING];18:53:26.829977;[142/58 PONG] (1)
2024-05-04;18:53:26.957050;[58 PING];18:53:27.304050;[143/58 PONG] (2)
2024-05-04;18:53:27.340512;[59 PING];18:53:27.471512;[144/59 PONG] (1)
